show_id,theater_id,movie_id,screen_no,show_time
S015497,T0155,M0047,1,2025-06-23T10:00:00
S015498,T0155,M0190,3,2025-06-20T22:00:00
S015499,T0155,M0477,5,2025-06-22T16:00:00
S015500,T0155,M0048,5,2025-06-25T13:00:00
S015501,T0156,M0115,1,2025-06-27T10:00:00
S015502,T0156,M0396,1,2025-06-20T19:00:00
S015503,T0156,M0071,3,2025-06-29T19:00:00
S015504,T0156,M0346,1,2025-06-29T16:00:00
S015505,T0156,M0040,2,2025-06-23T16:00:00
S015506,T0156,M0093,5,2025-06-21T13:00:00
S015507,T0156,M0410,2,2025-06-30T22:00:00
S015508,T0156,M0277,2,2025-06-22T16:00:00
S015509,T0156,M0465,1,2025-06-20T13:00:00
S015510,T0156,M0292,1,2025-06-20T10:00:00
S015511,T0156,M0151,2,2025-06-20T19:00:00
S015512,T0156,M0496,1,2025-06-28T22:00:00
S015513,T0156,M0088,3,2025-06-30T13:00:00
S015514,T0156,M0309,5,2025-06-25T10:00:00
S015515,T0156,M0108,1,2025-06-21T13:00:00
S015516,T0156,M0184,1,2025-06-21T19:00:00
S015517,T0156,M0478,4,2025-06-28T22:00:00
S015518,T0156,M0114,5,2025-06-22T10:00:00
S015519,T0156,M0277,3,2025-06-27T13:00:00
S015520,T0156,M0193,4,2025-06-27T19:00:00
S015521,T0156,M0028,1,2025-06-24T10:00:00
S015522,T0156,M0250,3,2025-06-21T13:00:00
S015523,T0156,M0468,2,2025-06-22T13:00:00
S015524,T0156,M0226,5,2025-06-23T22:00:00
S015525,T0156,M0400,2,2025-06-25T10:00:00
S015526,T0156,M0475,3,2025-06-22T22:00:00
S015527,T0156,M0433,4,2025-06-20T19:00:00
S015528,T0156,M0124,3,2025-06-21T10:00:00
S015529,T0156,M0463,3,2025-06-23T13:00:00
S015530,T0156,M0020,1,2025-06-26T13:00:00
S015531,T0156,M0294,2,2025-06-26T10:00:00
S015532,T0156,M0073,1,2025-06-26T22:00:00
S015533,T0156,M0252,5,2025-06-21T19:00:00
S015534,T0156,M0016,5,2025-06-25T13:00:00
S015535,T0156,M0394,2,2025-06-23T16:00:00
S015536,T0156,M0094,5,2025-06-25T19:00:00
S015537,T0156,M0259,3,2025-06-20T22:00:00
S015538,T0156,M0228,4,2025-06-29T10:00:00
S015539,T0156,M0305,4,2025-06-26T19:00:00
S015540,T0156,M0168,1,2025-06-24T19:00:00
S015541,T0156,M0209,2,2025-06-24T19:00:00
S015542,T0156,M0424,4,2025-06-23T10:00:00
S015543,T0156,M0014,3,2025-06-29T16:00:00
S015544,T0156,M0283,1,2025-06-21T16:00:00
S015545,T0156,M0334,1,2025-06-21T16:00:00
S015546,T0156,M0144,1,2025-06-21T13:00:00
S015547,T0156,M0315,4,2025-06-25T13:00:00
S015548,T0156,M0388,4,2025-06-24T10:00:00
S015549,T0156,M0064,3,2025-06-23T16:00:00
S015550,T0156,M0364,1,2025-06-20T16:00:00
S015551,T0156,M0335,1,2025-06-24T16:00:00
S015552,T0156,M0087,2,2025-06-22T10:00:00
S015553,T0156,M0458,1,2025-06-26T19:00:00
S015554,T0156,M0273,1,2025-06-21T22:00:00
S015555,T0156,M0414,3,2025-06-28T16:00:00
S015556,T0156,M0023,3,2025-06-27T16:00:00
S015557,T0156,M0020,3,2025-06-27T16:00:00
S015558,T0156,M0301,2,2025-06-29T13:00:00
S015559,T0156,M0165,1,2025-06-27T22:00:00
S015560,T0156,M0171,1,2025-06-26T22:00:00
S015561,T0156,M0410,3,2025-06-20T13:00:00
S015562,T0156,M0281,4,2025-06-28T22:00:00
S015563,T0156,M0473,2,2025-06-29T22:00:00
S015564,T0156,M0167,3,2025-06-25T13:00:00
S015565,T0156,M0209,3,2025-06-26T19:00:00
S015566,T0156,M0225,2,2025-06-27T10:00:00
S015567,T0156,M0018,1,2025-06-24T13:00:00
S015568,T0156,M0299,4,2025-06-26T16:00:00
S015569,T0156,M0360,1,2025-06-23T16:00:00
S015570,T0156,M0133,1,2025-06-22T22:00:00
S015571,T0156,M0005,1,2025-06-26T13:00:00
S015572,T0156,M0032,3,2025-06-28T19:00:00
S015573,T0156,M0274,2,2025-06-24T19:00:00
S015574,T0156,M0422,2,2025-06-28T10:00:00
S015575,T0156,M0296,3,2025-06-23T22:00:00
S015576,T0156,M0173,3,2025-06-21T13:00:00
S015577,T0156,M0422,1,2025-06-25T19:00:00
S015578,T0156,M0444,2,2025-06-29T10:00:00
S015579,T0156,M0107,1,2025-06-27T16:00:00
S015580,T0156,M0100,4,2025-06-30T13:00:00
S015581,T0156,M0244,4,2025-06-20T10:00:00
S015582,T0156,M0411,2,2025-06-23T16:00:00
S015583,T0156,M0367,2,2025-06-23T10:00:00
S015584,T0156,M0206,3,2025-06-29T10:00:00
S015585,T0156,M0212,1,2025-06-25T13:00:00
S015586,T0156,M0149,2,2025-06-21T13:00:00
S015587,T0156,M0310,5,2025-06-27T22:00:00
S015588,T0156,M0418,4,2025-06-30T22:00:00
S015589,T0156,M0061,4,2025-06-23T13:00:00
S015590,T0156,M0214,5,2025-06-26T13:00:00
S015591,T0156,M0110,4,2025-06-24T16:00:00
S015592,T0156,M0269,1,2025-06-28T16:00:00
S015593,T0156,M0199,1,2025-06-23T13:00:00
S015594,T0156,M0320,3,2025-06-29T22:00:00
S015595,T0156,M0146,5,2025-06-24T19:00:00
S015596,T0156,M0122,3,2025-06-29T13:00:00
S015597,T0156,M0258,2,2025-06-29T16:00:00
S015598,T0156,M0229,5,2025-06-30T10:00:00
S015599,T0156,M0118,3,2025-06-24T19:00:00
S015600,T0156,M0353,4,2025-06-20T19:00:00
S015601,T0157,M0084,3,2025-06-23T10:00:00
S015602,T0157,M0105,2,2025-06-28T22:00:00
S015603,T0157,M0197,3,2025-06-29T10:00:00
S015604,T0157,M0173,3,2025-06-26T13:00:00
S015605,T0157,M0172,2,2025-06-25T22:00:00
S015606,T0157,M0321,2,2025-06-29T19:00:00
S015607,T0157,M0257,1,2025-06-30T10:00:00
S015608,T0157,M0364,5,2025-06-25T22:00:00
S015609,T0157,M0153,1,2025-06-28T19:00:00
S015610,T0157,M0277,4,2025-06-24T10:00:00
S015611,T0157,M0140,1,2025-06-22T22:00:00
S015612,T0157,M0311,4,2025-06-27T16:00:00
S015613,T0157,M0363,1,2025-06-28T16:00:00
S015614,T0157,M0333,3,2025-06-20T19:00:00
S015615,T0157,M0214,2,2025-06-24T16:00:00
S015616,T0157,M0240,4,2025-06-25T22:00:00
S015617,T0157,M0275,4,2025-06-26T22:00:00
S015618,T0157,M0394,2,2025-06-21T13:00:00
S015619,T0157,M0302,2,2025-06-27T13:00:00
S015620,T0157,M0281,1,2025-06-20T19:00:00
S015621,T0157,M0001,4,2025-06-28T22:00:00
S015622,T0157,M0235,2,2025-06-29T16:00:00
S015623,T0157,M0163,1,2025-06-24T19:00:00
S015624,T0157,M0036,2,2025-06-21T22:00:00
S015625,T0157,M0010,1,2025-06-20T13:00:00
S015626,T0157,M0258,2,2025-06-29T19:00:00
S015627,T0157,M0482,4,2025-06-25T10:00:00
S015628,T0157,M0494,3,2025-06-26T13:00:00
S015629,T0157,M0168,3,2025-06-25T10:00:00
S015630,T0157,M0211,2,2025-06-30T19:00:00
S015631,T0157,M0239,3,2025-06-20T22:00:00
S015632,T0157,M0205,3,2025-06-23T16:00:00
S015633,T0157,M0146,3,2025-06-24T13:00:00
S015634,T0157,M0173,2,2025-06-20T19:00:00
S015635,T0157,M0321,5,2025-06-29T19:00:00
S015636,T0157,M0391,4,2025-06-21T13:00:00
S015637,T0157,M0075,4,2025-06-26T16:00:00
S015638,T0157,M0407,1,2025-06-25T22:00:00
S015639,T0157,M0308,3,2025-06-26T13:00:00
S015640,T0157,M0303,1,2025-06-20T22:00:00
S015641,T0157,M0373,1,2025-06-20T19:00:00
S015642,T0157,M0202,3,2025-06-28T10:00:00
S015643,T0157,M0467,2,2025-06-29T19:00:00
S015644,T0157,M0465,3,2025-06-28T16:00:00
S015645,T0157,M0034,4,2025-06-25T22:00:00
S015646,T0157,M0271,2,2025-06-28T19:00:00
S015647,T0157,M0302,5,2025-06-21T16:00:00
S015648,T0157,M0029,2,2025-06-23T13:00:00
S015649,T0157,M0335,4,2025-06-20T16:00:00
S015650,T0157,M0050,5,2025-06-24T10:00:00
S015651,T0157,M0294,2,2025-06-22T13:00:00
S015652,T0157,M0496,3,2025-06-22T16:00:00
S015653,T0157,M0085,4,2025-06-20T16:00:00
S015654,T0157,M0314,1,2025-06-25T19:00:00
S015655,T0157,M0407,3,2025-06-24T13:00:00
S015656,T0157,M0230,3,2025-06-20T19:00:00
S015657,T0157,M0480,5,2025-06-20T19:00:00
S015658,T0157,M0178,1,2025-06-23T16:00:00
S015659,T0157,M0189,5,2025-06-22T22:00:00
S015660,T0157,M0268,1,2025-06-29T22:00:00
S015661,T0157,M0114,4,2025-06-20T10:00:00
S015662,T0157,M0100,2,2025-06-25T13:00:00
S015663,T0157,M0346,5,2025-06-22T13:00:00
S015664,T0157,M0385,5,2025-06-22T10:00:00
S015665,T0157,M0027,5,2025-06-24T16:00:00
S015666,T0157,M0205,5,2025-06-25T10:00:00
S015667,T0157,M0387,3,2025-06-27T16:00:00
S015668,T0157,M0325,2,2025-06-23T13:00:00
S015669,T0157,M0289,4,2025-06-30T16:00:00
S015670,T0157,M0110,1,2025-06-27T10:00:00
S015671,T0157,M0115,5,2025-06-28T10:00:00
S015672,T0157,M0419,5,2025-06-28T13:00:00
S015673,T0157,M0182,3,2025-06-24T10:00:00
S015674,T0157,M0474,2,2025-06-22T13:00:00
S015675,T0157,M0454,2,2025-06-21T16:00:00
S015676,T0157,M0487,2,2025-06-22T10:00:00
S015677,T0157,M0021,1,2025-06-22T19:00:00
S015678,T0157,M0096,3,2025-06-29T10:00:00
S015679,T0157,M0113,3,2025-06-22T16:00:00
S015680,T0157,M0479,2,2025-06-27T22:00:00
S015681,T0157,M0253,2,2025-06-29T13:00:00
S015682,T0157,M0425,5,2025-06-24T19:00:00
S015683,T0157,M0447,1,2025-06-23T19:00:00
S015684,T0157,M0034,5,2025-06-24T16:00:00
S015685,T0157,M0228,5,2025-06-20T13:00:00
S015686,T0157,M0226,5,2025-06-26T19:00:00
S015687,T0157,M0072,3,2025-06-22T19:00:00
S015688,T0157,M0402,5,2025-06-24T22:00:00
S015689,T0157,M0297,2,2025-06-25T10:00:00
S015690,T0157,M0439,2,2025-06-20T10:00:00
S015691,T0157,M0347,3,2025-06-21T22:00:00
S015692,T0157,M0193,4,2025-06-27T16:00:00
S015693,T0157,M0175,3,2025-06-20T13:00:00
S015694,T0157,M0022,1,2025-06-21T22:00:00
S015695,T0157,M0315,2,2025-06-21T19:00:00
S015696,T0157,M0302,3,2025-06-30T22:00:00
S015697,T0157,M0291,3,2025-06-26T22:00:00
S015698,T0157,M0022,1,2025-06-28T13:00:00
S015699,T0157,M0211,4,2025-06-28T19:00:00
S015700,T0157,M0343,3,2025-06-23T22:00:00
S015701,T0158,M0098,4,2025-06-26T22:00:00
S015702,T0158,M0114,4,2025-06-20T19:00:00
S015703,T0158,M0444,3,2025-06-27T22:00:00
S015704,T0158,M0131,4,2025-06-30T16:00:00
S015705,T0158,M0272,1,2025-06-23T22:00:00
S015706,T0158,M0180,2,2025-06-22T16:00:00
S015707,T0158,M0037,5,2025-06-29T13:00:00
S015708,T0158,M0046,2,2025-06-27T10:00:00
S015709,T0158,M0391,2,2025-06-30T19:00:00
S015710,T0158,M0018,3,2025-06-27T13:00:00
S015711,T0158,M0431,4,2025-06-23T22:00:00
S015712,T0158,M0245,5,2025-06-25T19:00:00
S015713,T0158,M0451,5,2025-06-24T22:00:00
S015714,T0158,M0252,5,2025-06-28T22:00:00
S015715,T0158,M0300,4,2025-06-28T22:00:00
S015716,T0158,M0374,4,2025-06-24T19:00:00
S015717,T0158,M0012,4,2025-06-29T19:00:00
S015718,T0158,M0102,5,2025-06-22T22:00:00
S015719,T0158,M0220,2,2025-06-23T16:00:00
S015720,T0158,M0100,1,2025-06-24T16:00:00
S015721,T0158,M0111,1,2025-06-25T22:00:00
S015722,T0158,M0151,5,2025-06-26T16:00:00
S015723,T0158,M0220,4,2025-06-24T22:00:00
S015724,T0158,M0039,2,2025-06-30T16:00:00
S015725,T0158,M0202,2,2025-06-23T13:00:00
S015726,T0158,M0224,4,2025-06-28T22:00:00
S015727,T0158,M0008,4,2025-06-25T19:00:00
S015728,T0158,M0114,3,2025-06-20T22:00:00
S015729,T0158,M0371,4,2025-06-30T13:00:00
S015730,T0158,M0107,5,2025-06-27T19:00:00
S015731,T0158,M0407,5,2025-06-29T16:00:00
S015732,T0158,M0101,1,2025-06-30T22:00:00
S015733,T0158,M0315,4,2025-06-25T16:00:00
S015734,T0158,M0201,2,2025-06-29T22:00:00
S015735,T0158,M0074,1,2025-06-30T16:00:00
S015736,T0158,M0461,5,2025-06-30T13:00:00
S015737,T0158,M0453,2,2025-06-20T10:00:00
S015738,T0158,M0160,2,2025-06-22T19:00:00
S015739,T0158,M0142,4,2025-06-24T22:00:00
S015740,T0158,M0472,3,2025-06-30T19:00:00
S015741,T0158,M0295,4,2025-06-20T13:00:00
S015742,T0158,M0002,1,2025-06-30T19:00:00
S015743,T0158,M0288,1,2025-06-24T10:00:00
S015744,T0158,M0454,1,2025-06-28T16:00:00
S015745,T0158,M0010,3,2025-06-20T19:00:00
S015746,T0158,M0118,4,2025-06-20T22:00:00
S015747,T0158,M0182,2,2025-06-23T13:00:00
S015748,T0158,M0378,3,2025-06-24T10:00:00
S015749,T0158,M0482,3,2025-06-30T16:00:00
S015750,T0158,M0018,3,2025-06-28T10:00:00
S015751,T0158,M0481,1,2025-06-25T10:00:00
S015752,T0158,M0210,2,2025-06-22T10:00:00
S015753,T0158,M0367,5,2025-06-26T10:00:00
S015754,T0158,M0485,3,2025-06-28T16:00:00
S015755,T0158,M0039,3,2025-06-27T19:00:00
S015756,T0158,M0210,1,2025-06-29T16:00:00
S015757,T0158,M0365,4,2025-06-24T22:00:00
S015758,T0158,M0165,1,2025-06-20T13:00:00
S015759,T0158,M0259,5,2025-06-22T19:00:00
S015760,T0158,M0230,4,2025-06-21T19:00:00
S015761,T0158,M0383,3,2025-06-22T16:00:00
S015762,T0158,M0448,5,2025-06-27T10:00:00
S015763,T0158,M0220,1,2025-06-24T16:00:00
S015764,T0158,M0030,1,2025-06-30T22:00:00
S015765,T0158,M0079,4,2025-06-25T19:00:00
S015766,T0158,M0362,1,2025-06-21T10:00:00
S015767,T0158,M0056,3,2025-06-23T19:00:00
S015768,T0158,M0446,3,2025-06-25T10:00:00
S015769,T0158,M0436,5,2025-06-23T13:00:00
S015770,T0158,M0124,2,2025-06-29T10:00:00
S015771,T0158,M0221,5,2025-06-28T19:00:00
S015772,T0158,M0261,5,2025-06-21T10:00:00
S015773,T0158,M0053,4,2025-06-30T19:00:00
S015774,T0158,M0001,1,2025-06-23T13:00:00
S015775,T0158,M0340,5,2025-06-21T13:00:00
S015776,T0158,M0086,5,2025-06-20T16:00:00
S015777,T0158,M0387,2,2025-06-27T10:00:00
S015778,T0158,M0451,4,2025-06-24T13:00:00
S015779,T0158,M0410,1,2025-06-25T13:00:00
S015780,T0158,M0464,3,2025-06-20T22:00:00
S015781,T0158,M0386,5,2025-06-26T10:00:00
S015782,T0158,M0152,1,2025-06-20T16:00:00
S015783,T0158,M0481,2,2025-06-26T16:00:00
S015784,T0158,M0147,4,2025-06-27T16:00:00
S015785,T0158,M0472,1,2025-06-22T19:00:00
S015786,T0158,M0391,4,2025-06-26T22:00:00
S015787,T0158,M0431,1,2025-06-30T16:00:00
S015788,T0158,M0456,1,2025-06-20T22:00:00
S015789,T0158,M0307,3,2025-06-30T19:00:00
S015790,T0158,M0495,1,2025-06-20T16:00:00
S015791,T0158,M0029,5,2025-06-27T22:00:00
S015792,T0158,M0104,1,2025-06-22T22:00:00
S015793,T0158,M0143,2,2025-06-22T19:00:00
S015794,T0158,M0396,1,2025-06-28T22:00:00
S015795,T0158,M0474,3,2025-06-24T16:00:00
S015796,T0158,M0292,2,2025-06-21T10:00:00
S015797,T0158,M0186,1,2025-06-26T19:00:00
S015798,T0158,M0112,3,2025-06-30T13:00:00
S015799,T0158,M0382,1,2025-06-22T13:00:00
S015800,T0158,M0250,2,2025-06-22T22:00:00
S015801,T0159,M0198,1,2025-06-29T10:00:00
S015802,T0159,M0276,1,2025-06-20T16:00:00
S015803,T0159,M0062,3,2025-06-21T10:00:00
S015804,T0159,M0313,5,2025-06-22T10:00:00
S015805,T0159,M0358,3,2025-06-30T16:00:00
S015806,T0159,M0462,3,2025-06-21T13:00:00
S015807,T0159,M0086,4,2025-06-23T19:00:00
S015808,T0159,M0427,2,2025-06-27T19:00:00
S015809,T0159,M0135,3,2025-06-24T22:00:00
S015810,T0159,M0370,4,2025-06-24T13:00:00
S015811,T0159,M0475,4,2025-06-26T16:00:00
S015812,T0159,M0143,4,2025-06-26T16:00:00
S015813,T0159,M0495,5,2025-06-22T22:00:00
S015814,T0159,M0096,3,2025-06-23T16:00:00
S015815,T0159,M0436,4,2025-06-28T10:00:00
S015816,T0159,M0180,3,2025-06-20T13:00:00
S015817,T0159,M0462,4,2025-06-23T19:00:00
S015818,T0159,M0226,3,2025-06-28T19:00:00
S015819,T0159,M0495,2,2025-06-30T22:00:00
S015820,T0159,M0360,1,2025-06-21T10:00:00
S015821,T0159,M0484,4,2025-06-21T22:00:00
S015822,T0159,M0233,4,2025-06-28T13:00:00
S015823,T0159,M0087,5,2025-06-29T16:00:00
S015824,T0159,M0250,3,2025-06-25T16:00:00
S015825,T0159,M0397,3,2025-06-26T16:00:00
S015826,T0159,M0145,1,2025-06-25T19:00:00
S015827,T0159,M0290,3,2025-06-27T22:00:00
S015828,T0159,M0147,4,2025-06-30T10:00:00
S015829,T0159,M0487,2,2025-06-30T22:00:00
S015830,T0159,M0342,5,2025-06-30T16:00:00
S015831,T0159,M0060,1,2025-06-25T19:00:00
S015832,T0159,M0459,4,2025-06-23T19:00:00
S015833,T0159,M0070,2,2025-06-22T16:00:00
S015834,T0159,M0423,2,2025-06-25T13:00:00
S015835,T0159,M0041,1,2025-06-25T16:00:00
S015836,T0159,M0403,4,2025-06-29T13:00:00
S015837,T0159,M0159,4,2025-06-23T22:00:00
S015838,T0159,M0372,4,2025-06-20T22:00:00
S015839,T0159,M0049,4,2025-06-20T16:00:00
S015840,T0159,M0013,3,2025-06-24T13:00:00
S015841,T0159,M0145,5,2025-06-22T16:00:00
S015842,T0159,M0314,1,2025-06-24T13:00:00
S015843,T0159,M0408,2,2025-06-20T19:00:00
S015844,T0159,M0181,5,2025-06-22T10:00:00
S015845,T0159,M0287,4,2025-06-28T10:00:00
S015846,T0159,M0290,4,2025-06-24T19:00:00
S015847,T0159,M0457,1,2025-06-28T10:00:00
S015848,T0159,M0216,5,2025-06-22T22:00:00
S015849,T0159,M0265,3,2025-06-22T22:00:00
S015850,T0159,M0129,1,2025-06-26T16:00:00
S015851,T0159,M0383,1,2025-06-24T22:00:00
S015852,T0159,M0369,1,2025-06-30T16:00:00
S015853,T0159,M0157,1,2025-06-22T22:00:00
S015854,T0159,M0207,3,2025-06-22T16:00:00
S015855,T0159,M0303,4,2025-06-21T19:00:00
S015856,T0159,M0401,3,2025-06-23T10:00:00
S015857,T0159,M0243,3,2025-06-27T10:00:00
S015858,T0159,M0312,4,2025-06-20T19:00:00
S015859,T0159,M0203,1,2025-06-21T13:00:00
S015860,T0159,M0126,4,2025-06-25T22:00:00
S015861,T0159,M0010,5,2025-06-20T22:00:00
S015862,T0159,M0162,2,2025-06-28T10:00:00
S015863,T0159,M0060,1,2025-06-24T10:00:00
S015864,T0159,M0195,4,2025-06-20T10:00:00
S015865,T0159,M0423,4,2025-06-21T13:00:00
S015866,T0159,M0410,5,2025-06-30T10:00:00
S015867,T0159,M0321,3,2025-06-20T22:00:00
S015868,T0159,M0143,2,2025-06-29T10:00:00
S015869,T0159,M0486,1,2025-06-22T16:00:00
S015870,T0159,M0155,4,2025-06-20T10:00:00
S015871,T0159,M0424,1,2025-06-29T13:00:00
S015872,T0159,M0026,2,2025-06-24T10:00:00
S015873,T0159,M0409,4,2025-06-22T22:00:00
S015874,T0159,M0445,3,2025-06-21T10:00:00
S015875,T0159,M0252,3,2025-06-29T19:00:00
S015876,T0159,M0105,3,2025-06-29T13:00:00
S015877,T0159,M0070,1,2025-06-23T13:00:00
S015878,T0159,M0060,1,2025-06-26T19:00:00
S015879,T0159,M0321,4,2025-06-25T10:00:00
S015880,T0159,M0030,3,2025-06-30T22:00:00
S015881,T0159,M0049,5,2025-06-25T13:00:00
S015882,T0159,M0107,4,2025-06-29T22:00:00
S015883,T0159,M0228,1,2025-06-24T13:00:00
S015884,T0159,M0390,4,2025-06-30T22:00:00
S015885,T0159,M0454,3,2025-06-21T16:00:00
S015886,T0159,M0313,2,2025-06-24T22:00:00
S015887,T0159,M0243,4,2025-06-29T22:00:00
S015888,T0159,M0445,2,2025-06-27T22:00:00
S015889,T0159,M0133,3,2025-06-26T19:00:00
S015890,T0159,M0034,3,2025-06-22T19:00:00
S015891,T0159,M0199,1,2025-06-22T10:00:00
S015892,T0159,M0120,3,2025-06-24T16:00:00
S015893,T0159,M0430,2,2025-06-30T13:00:00
S015894,T0159,M0454,4,2025-06-28T10:00:00
S015895,T0159,M0499,2,2025-06-29T19:00:00
S015896,T0159,M0258,1,2025-06-22T10:00:00
S015897,T0159,M0320,2,2025-06-24T22:00:00
S015898,T0159,M0037,5,2025-06-21T19:00:00
S015899,T0159,M0220,1,2025-06-27T16:00:00
S015900,T0159,M0329,1,2025-06-23T19:00:00
S015901,T0160,M0082,1,2025-06-20T10:00:00
S015902,T0160,M0114,4,2025-06-26T19:00:00
S015903,T0160,M0088,4,2025-06-25T13:00:00
S015904,T0160,M0258,1,2025-06-28T19:00:00
S015905,T0160,M0162,2,2025-06-21T22:00:00
S015906,T0160,M0472,3,2025-06-20T16:00:00
S015907,T0160,M0467,3,2025-06-29T22:00:00
S015908,T0160,M0298,1,2025-06-24T16:00:00
S015909,T0160,M0259,4,2025-06-28T13:00:00
S015910,T0160,M0214,1,2025-06-30T13:00:00
S015911,T0160,M0479,3,2025-06-23T19:00:00
S015912,T0160,M0029,5,2025-06-22T19:00:00
S015913,T0160,M0385,3,2025-06-30T19:00:00
S015914,T0160,M0307,2,2025-06-27T19:00:00
S015915,T0160,M0070,1,2025-06-22T19:00:00
S015916,T0160,M0281,5,2025-06-21T10:00:00
S015917,T0160,M0424,5,2025-06-28T13:00:00
S015918,T0160,M0361,1,2025-06-29T16:00:00
S015919,T0160,M0032,1,2025-06-22T19:00:00
S015920,T0160,M0038,3,2025-06-30T10:00:00
S015921,T0160,M0307,5,2025-06-29T22:00:00
S015922,T0160,M0078,2,2025-06-25T16:00:00
S015923,T0160,M0161,5,2025-06-23T16:00:00
S015924,T0160,M0252,2,2025-06-20T19:00:00
S015925,T0160,M0094,1,2025-06-20T16:00:00
S015926,T0160,M0266,5,2025-06-29T10:00:00
S015927,T0160,M0394,3,2025-06-23T19:00:00
S015928,T0160,M0132,3,2025-06-24T13:00:00
S015929,T0160,M0179,2,2025-06-20T16:00:00
S015930,T0160,M0383,1,2025-06-28T22:00:00
S015931,T0160,M0366,4,2025-06-27T22:00:00
S015932,T0160,M0500,5,2025-06-29T19:00:00
S015933,T0160,M0204,2,2025-06-21T13:00:00
S015934,T0160,M0331,1,2025-06-22T13:00:00
S015935,T0160,M0156,4,2025-06-29T16:00:00
S015936,T0160,M0207,3,2025-06-24T16:00:00
S015937,T0160,M0268,2,2025-06-25T22:00:00
S015938,T0160,M0072,4,2025-06-25T10:00:00
S015939,T0160,M0134,3,2025-06-29T19:00:00
S015940,T0160,M0186,4,2025-06-21T22:00:00
S015941,T0160,M0370,5,2025-06-20T13:00:00
S015942,T0160,M0076,2,2025-06-27T19:00:00
S015943,T0160,M0048,4,2025-06-30T22:00:00
S015944,T0160,M0238,1,2025-06-30T22:00:00
S015945,T0160,M0052,5,2025-06-28T22:00:00
S015946,T0160,M0168,5,2025-06-20T10:00:00
S015947,T0160,M0037,5,2025-06-20T19:00:00
S015948,T0160,M0302,1,2025-06-24T22:00:00
S015949,T0160,M0026,4,2025-06-20T10:00:00
S015950,T0160,M0469,3,2025-06-24T16:00:00
S015951,T0160,M0319,5,2025-06-20T10:00:00
S015952,T0160,M0265,2,2025-06-24T22:00:00
S015953,T0160,M0413,5,2025-06-28T16:00:00
S015954,T0160,M0269,2,2025-06-23T16:00:00
S015955,T0160,M0452,2,2025-06-20T13:00:00
S015956,T0160,M0013,1,2025-06-27T10:00:00
S015957,T0160,M0022,2,2025-06-29T19:00:00
S015958,T0160,M0496,4,2025-06-24T19:00:00
S015959,T0160,M0366,1,2025-06-25T10:00:00
S015960,T0160,M0311,4,2025-06-23T22:00:00
S015961,T0160,M0389,1,2025-06-24T22:00:00
S015962,T0160,M0250,4,2025-06-30T19:00:00
S015963,T0160,M0044,3,2025-06-30T13:00:00
S015964,T0160,M0428,5,2025-06-23T10:00:00
S015965,T0160,M0450,1,2025-06-24T10:00:00
S015966,T0160,M0149,5,2025-06-24T10:00:00
S015967,T0160,M0097,2,2025-06-21T10:00:00
S015968,T0160,M0299,4,2025-06-25T19:00:00
S015969,T0160,M0264,4,2025-06-28T10:00:00
S015970,T0160,M0211,3,2025-06-27T22:00:00
S015971,T0160,M0051,5,2025-06-25T16:00:00
S015972,T0160,M0382,2,2025-06-30T19:00:00
S015973,T0160,M0334,5,2025-06-27T19:00:00
S015974,T0160,M0304,2,2025-06-30T16:00:00
S015975,T0160,M0284,2,2025-06-20T22:00:00
S015976,T0160,M0259,4,2025-06-29T19:00:00
S015977,T0160,M0495,4,2025-06-24T10:00:00
S015978,T0160,M0251,4,2025-06-29T10:00:00
S015979,T0160,M0181,4,2025-06-27T22:00:00
S015980,T0160,M0070,1,2025-06-28T22:00:00
S015981,T0160,M0279,4,2025-06-22T10:00:00
S015982,T0160,M0019,2,2025-06-26T22:00:00
S015983,T0160,M0021,3,2025-06-25T10:00:00
S015984,T0160,M0385,4,2025-06-22T19:00:00
S015985,T0160,M0258,4,2025-06-26T22:00:00
S015986,T0160,M0076,2,2025-06-26T16:00:00
S015987,T0160,M0168,5,2025-06-23T16:00:00
S015988,T0160,M0300,4,2025-06-25T16:00:00
S015989,T0160,M0055,2,2025-06-28T16:00:00
S015990,T0160,M0056,5,2025-06-30T22:00:00
S015991,T0160,M0200,3,2025-06-23T13:00:00
S015992,T0160,M0454,5,2025-06-21T10:00:00
S015993,T0160,M0353,4,2025-06-30T13:00:00
S015994,T0160,M0226,3,2025-06-25T22:00:00
S015995,T0160,M0010,1,2025-06-30T13:00:00
S015996,T0160,M0374,5,2025-06-20T19:00:00
S015997,T0160,M0400,4,2025-06-24T13:00:00
S015998,T0160,M0265,5,2025-06-23T13:00:00
S015999,T0160,M0315,4,2025-06-29T10:00:00
S016000,T0160,M0003,5,2025-06-20T13:00:00
S016001,T0161,M0337,3,2025-06-30T10:00:00
S016002,T0161,M0005,4,2025-06-26T22:00:00
S016003,T0161,M0484,5,2025-06-26T13:00:00
S016004,T0161,M0102,3,2025-06-22T22:00:00
S016005,T0161,M0334,1,2025-06-26T10:00:00
S016006,T0161,M0036,4,2025-06-28T22:00:00
S016007,T0161,M0264,5,2025-06-23T13:00:00
S016008,T0161,M0284,3,2025-06-25T13:00:00
S016009,T0161,M0368,4,2025-06-23T22:00:00
S016010,T0161,M0217,3,2025-06-20T13:00:00
S016011,T0161,M0367,4,2025-06-22T19:00:00
S016012,T0161,M0295,2,2025-06-21T19:00:00
S016013,T0161,M0442,5,2025-06-28T19:00:00
